d0,6.38,6.38,6.38,6.38,6.38
d1,7.32,7.07,7.11,7.18,7.08
d3,8.24,8.28,8.36,7.60,8.00
d5,8.53,8.51,8.38,8.45,8.54
d7,8.55,8.50,8.24,8.42,8.36
