Time,Value1,Value2,Value3
2022/11/28 19:08,49.6875,49.8125,49.75
2022/11/28 19:07,49.6875,49.8125,49.75
2022/11/28 19:06,49.6875,49.75,49.75
2022/11/28 19:05,49.6875,49.75,49.6875
2022/11/28 19:04,49.625,49.75,49.6875
2022/11/28 19:03,49.625,49.75,49.6875
2022/11/28 19:02,49.5625,49.6875,49.625
2022/11/28 19:01,49.5625,49.6875,49.625
2022/11/28 19:00,49.5625,49.6875,49.625
2022/11/28 18:59,49.5,49.625,49.5625
2022/11/28 18:58,49.4375,49.625,49.5625
2022/11/28 18:57,49.4375,49.625,49.5625
2022/11/28 18:56,49.4375,49.625,49.5625
2022/11/28 18:55,49.375,49.625,49.5625
2022/11/28 18:54,49.375,49.625,49.5625
2022/11/28 18:53,49.375,49.625,49.5625
2022/11/28 18:52,49.375,49.625,49.5625
2022/11/28 18:51,49.4375,49.6875,49.625
2022/11/28 18:50,49.4375,49.6875,49.625
2022/11/28 18:49,49.5,49.75,49.6875
2022/11/28 18:48,49.5,49.75,49.6875
2022/11/28 18:47,49.5625,49.75,49.75
2022/11/28 18:46,49.5625,49.8125,49.75
2022/11/28 18:45,49.625,49.8125,49.75
2022/11/28 18:44,49.6875,49.8125,49.75
2022/11/28 18:43,49.6875,49.8125,49.75
2022/11/28 18:42,49.6875,49.8125,49.8125
2022/11/28 18:41,49.6875,49.8125,49.75
2022/11/28 18:40,49.75,49.8125,49.75
2022/11/28 18:39,49.75,49.8125,49.75
2022/11/28 18:38,49.6875,49.8125,49.75
2022/11/28 18:37,49.6875,49.75,49.6875
2022/11/28 18:36,49.6875,49.75,49.6875
2022/11/28 18:35,49.625,49.75,49.6875
2022/11/28 18:34,49.625,49.6875,49.625
2022/11/28 18:33,49.5625,49.6875,49.625
2022/11/28 18:32,49.5,49.625,49.625
2022/11/28 18:31,49.5,49.625,49.5625
2022/11/28 18:30,49.4375,49.625,49.5625
2022/11/28 18:29,49.4375,49.625,49.5625
2022/11/28 18:28,49.375,49.625,49.5625
2022/11/28 18:27,49.375,49.625,49.5625
2022/11/28 18:26,49.375,49.625,49.5625
2022/11/28 18:25,49.375,49.625,49.5625
2022/11/28 18:24,49.4375,49.6875,49.5625
2022/11/28 18:23,49.4375,49.625,49.625
2022/11/28 18:22,49.4375,49.6875,49.625
2022/11/28 18:21,49.5,49.6875,49.625
2022/11/28 18:20,49.5,49.75,49.6875
2022/11/28 18:19,49.5625,49.75,49.6875
2022/11/28 18:18,49.5625,49.75,49.6875
2022/11/28 18:17,49.625,49.75,49.6875
2022/11/28 18:16,49.625,49.8125,49.75
2022/11/28 18:15,49.625,49.75,49.6875
2022/11/28 18:14,49.6875,49.75,49.6875
2022/11/28 18:13,49.6875,49.75,49.6875
2022/11/28 18:12,49.625,49.75,49.6875
2022/11/28 18:11,49.625,49.75,49.6875
2022/11/28 18:10,49.625,49.6875,49.625
2022/11/28 18:09,49.5625,49.6875,49.625
2022/11/28 18:08,49.5,49.6875,49.5625
2022/11/28 18:07,49.5,49.625,49.5625
2022/11/28 18:06,49.4375,49.625,49.5625
2022/11/28 18:05,49.4375,49.625,49.5625
2022/11/28 18:04,49.375,49.625,49.5
2022/11/28 18:03,49.375,49.5625,49.5
2022/11/28 18:02,49.375,49.5625,49.5
2022/11/28 18:01,49.3125,49.5625,49.5
2022/11/28 18:00,49.375,49.625,49.5625
2022/11/28 17:59,49.375,49.625,49.5625
2022/11/28 17:58,49.375,49.625,49.5625
2022/11/28 17:57,49.375,49.6875,49.625
2022/11/28 17:56,49.4375,49.6875,49.625
2022/11/28 17:55,49.5,49.6875,49.625
2022/11/28 17:54,49.5,49.75,49.6875
2022/11/28 17:53,49.5625,49.75,49.6875
2022/11/28 17:52,49.5625,49.8125,49.6875
2022/11/28 17:51,49.625,49.8125,49.75
2022/11/28 17:50,49.625,49.8125,49.75
2022/11/28 17:49,49.6875,49.8125,49.75
2022/11/28 17:48,49.6875,49.8125,49.75
2022/11/28 17:47,49.6875,49.8125,49.75
2022/11/28 17:46,49.6875,49.8125,49.75
2022/11/28 17:45,49.6875,49.75,49.75
2022/11/28 17:44,49.625,49.75,49.6875
2022/11/28 17:43,49.625,49.75,49.6875
2022/11/28 17:42,49.5625,49.6875,49.625
2022/11/28 17:41,49.5625,49.6875,49.625
2022/11/28 17:40,49.5625,49.6875,49.625
2022/11/28 17:38,49.5,49.625,49.5625
2022/11/28 17:37,49.4375,49.625,49.5625
2022/11/28 17:36,49.4375,49.625,49.5625
2022/11/28 17:35,49.375,49.625,49.5625
2022/11/28 17:34,49.375,49.625,49.5625
2022/11/28 17:33,49.375,49.625,49.5625
2022/11/28 17:32,49.375,49.625,49.5625
2022/11/28 17:31,49.375,49.625,49.5625
2022/11/28 17:30,49.4375,49.6875,49.625
2022/11/28 17:29,49.4375,49.6875,49.625
2022/11/28 17:28,49.4375,49.6875,49.625
2022/11/28 17:27,49.5,49.75,49.6875
2022/11/28 17:26,49.5625,49.75,49.6875
2022/11/28 17:25,49.5625,49.75,49.6875
2022/11/28 17:24,49.625,49.8125,49.75
2022/11/28 17:23,49.625,49.8125,49.75
2022/11/28 17:22,49.6875,49.8125,49.75
2022/11/28 17:21,49.6875,49.8125,49.75
2022/11/28 17:20,49.6875,49.8125,49.75
2022/11/28 17:19,49.6875,49.8125,49.75
2022/11/28 17:18,49.6875,49.75,49.75
2022/11/28 17:17,49.6875,49.75,49.6875
2022/11/28 17:16,49.625,49.75,49.6875
2022/11/28 17:15,49.625,49.6875,49.625
2022/11/28 17:14,49.5625,49.6875,49.625
2022/11/28 17:13,49.5625,49.625,49.5625
2022/11/28 17:12,49.5,49.625,49.5625
2022/11/28 17:11,49.4375,49.625,49.5
2022/11/28 17:10,49.4375,49.5625,49.5
2022/11/28 17:09,49.375,49.5625,49.5
2022/11/28 17:08,49.3125,49.5625,49.5
2022/11/28 17:07,49.3125,49.5625,49.5
2022/11/28 17:06,49.3125,49.5625,49.5
2022/11/28 17:05,49.3125,49.5625,49.5
2022/11/28 17:04,49.3125,49.5625,49.5
2022/11/28 17:03,49.3125,49.5625,49.5
2022/11/28 17:02,49.3125,49.625,49.5625
2022/11/28 17:01,49.375,49.625,49.5625
2022/11/28 17:00,49.375,49.6875,49.625
2022/11/28 16:59,49.4375,49.6875,49.625
2022/11/28 16:58,49.5,49.6875,49.625
2022/11/28 16:57,49.5,49.75,49.6875
2022/11/28 16:56,49.5625,49.75,49.6875
2022/11/28 16:55,49.5625,49.75,49.6875
2022/11/28 16:54,49.625,49.75,49.75
2022/11/28 16:48,49.625,49.75,49.6875
2022/11/28 16:18,49.5625,49.6875,49.625
2022/11/28 16:15,49.4375,49.625,49.5625
2022/11/28 16:14,49.4375,49.625,49.5625
2022/11/28 16:13,49.375,49.625,49.5625
2022/11/28 16:12,49.4375,49.625,49.5625
2022/11/28 16:11,49.375,49.625,49.5625
2022/11/28 16:10,49.375,49.625,49.5625
2022/11/28 16:09,49.375,49.6875,49.625
2022/11/28 16:08,49.4375,49.6875,49.625
2022/11/28 16:07,49.4375,49.75,49.6875
2022/11/28 16:06,49.5,49.75,49.6875
2022/11/28 16:05,49.5625,49.75,49.75
2022/11/28 16:04,49.5625,49.8125,49.75
2022/11/28 16:03,49.625,49.8125,49.75
2022/11/28 16:02,49.6875,49.875,49.8125
2022/11/28 16:01,49.6875,49.875,49.8125
2022/11/28 16:00,49.6875,49.875,49.8125
2022/11/28 15:59,49.75,49.875,49.8125
2022/11/28 15:58,49.75,49.875,49.8125
2022/11/28 15:57,49.75,49.875,49.8125
2022/11/28 15:56,49.75,49.8125,49.8125
2022/11/28 15:55,49.75,49.8125,49.8125
2022/11/28 15:54,49.6875,49.8125,49.75
2022/11/28 15:53,49.6875,49.8125,49.75
2022/11/28 15:52,49.625,49.75,49.6875
2022/11/28 15:51,49.625,49.75,49.6875
2022/11/28 15:50,49.5625,49.75,49.6875
2022/11/28 15:49,49.5625,49.6875,49.625
2022/11/28 15:48,49.5,49.6875,49.625
2022/11/28 15:47,49.5,49.6875,49.625
2022/11/28 15:46,49.4375,49.6875,49.625
2022/11/28 15:45,49.4375,49.6875,49.625
2022/11/28 15:44,49.4375,49.6875,49.625
2022/11/28 15:43,49.4375,49.6875,49.625
2022/11/28 15:42,49.4375,49.6875,49.625
2022/11/28 15:41,49.5,49.75,49.6875
2022/11/28 15:40,49.5,49.75,49.6875
2022/11/28 15:39,49.5,49.75,49.75
2022/11/28 15:38,49.5625,49.8125,49.75
2022/11/28 15:37,49.625,49.8125,49.75
2022/11/28 15:36,49.625,49.875,49.8125
2022/11/28 15:35,49.6875,49.875,49.8125
2022/11/28 15:34,49.6875,49.875,49.8125
2022/11/28 15:33,49.75,49.875,49.8125
2022/11/28 15:32,49.75,49.875,49.8125
2022/11/28 15:31,49.75,49.875,49.8125
2022/11/28 15:30,49.75,49.875,49.8125
2022/11/28 15:29,49.75,49.875,49.8125
2022/11/28 15:28,49.75,49.8125,49.8125
2022/11/28 15:27,49.75,49.8125,49.75
2022/11/28 15:26,49.6875,49.8125,49.75
2022/11/28 15:25,49.625,49.75,49.75
2022/11/28 15:24,49.625,49.75,49.6875
2022/11/28 15:23,49.5625,49.75,49.625
2022/11/28 15:22,49.5625,49.6875,49.625
2022/11/28 15:21,49.5,49.6875,49.625
2022/11/28 15:20,49.4375,49.6875,49.5625
2022/11/28 15:19,49.4375,49.6875,49.5625
2022/11/28 15:18,49.4375,49.625,49.5625
2022/11/28 15:17,49.4375,49.6875,49.625
2022/11/28 15:16,49.375,49.6875,49.625
2022/11/28 15:15,49.4375,49.6875,49.625
2022/11/28 15:14,49.4375,49.6875,49.625
2022/11/28 15:13,49.4375,49.75,49.6875
2022/11/28 15:12,49.5,49.75,49.6875
2022/11/28 15:11,49.5,49.8125,49.75
2022/11/28 15:10,49.5625,49.8125,49.75
2022/11/28 15:09,49.625,49.875,49.8125
2022/11/28 15:08,49.625,49.875,49.8125
2022/11/28 15:07,49.6875,49.875,49.8125
2022/11/28 15:06,49.75,49.875,49.875
2022/11/28 15:05,49.75,49.875,49.875
2022/11/28 15:04,49.8125,49.9375,49.875
2022/11/28 15:03,49.8125,49.9375,49.875
2022/11/28 15:02,49.8125,49.9375,49.875
2022/11/28 15:01,49.8125,49.9375,49.875
2022/11/28 15:00,49.8125,49.875,49.875
2022/11/28 14:59,49.8125,49.875,49.8125
2022/11/28 14:58,49.75,49.875,49.8125
2022/11/28 14:57,49.75,49.8125,49.75
2022/11/28 14:56,49.6875,49.8125,49.75
2022/11/28 14:55,49.6875,49.8125,49.75
2022/11/28 14:54,49.625,49.75,49.6875
2022/11/28 14:53,49.5625,49.75,49.6875
2022/11/28 14:52,49.5625,49.6875,49.625
2022/11/28 14:51,49.5,49.6875,49.625
2022/11/28 14:50,49.5,49.6875,49.625
2022/11/28 14:49,49.4375,49.6875,49.625
2022/11/28 14:48,49.4375,49.6875,49.625
2022/11/28 14:47,49.4375,49.6875,49.625
2022/11/28 14:46,49.5,49.75,49.6875
2022/11/28 14:45,49.5,49.75,49.6875
2022/11/28 14:44,49.5,49.75,49.6875
2022/11/28 14:43,49.5,49.8125,49.75
2022/11/28 14:42,49.5625,49.8125,49.75
2022/11/28 14:41,49.625,49.8125,49.75
2022/11/28 14:40,49.625,49.875,49.8125
2022/11/28 14:39,49.6875,49.875,49.8125
2022/11/28 14:38,49.6875,49.875,49.8125
2022/11/28 14:37,49.75,49.875,49.8125
2022/11/28 14:36,49.75,49.875,49.8125
2022/11/28 14:35,49.75,49.875,49.8125
2022/11/28 14:34,49.75,49.875,49.8125
2022/11/28 14:33,49.75,49.875,49.8125
2022/11/28 14:32,49.75,49.875,49.8125
2022/11/28 14:31,49.6875,49.8125,49.75
2022/11/28 14:30,49.6875,49.8125,49.75
2022/11/28 14:29,49.625,49.75,49.75
2022/11/28 14:28,49.625,49.75,49.6875
2022/11/28 14:27,49.5625,49.75,49.6875
2022/11/28 14:26,49.5625,49.75,49.6875
2022/11/28 14:25,49.5,49.6875,49.625
2022/11/28 14:24,49.5,49.6875,49.625
2022/11/28 14:23,49.5,49.6875,49.625
2022/11/28 14:22,49.4375,49.6875,49.625
2022/11/28 14:21,49.4375,49.6875,49.6875
2022/11/28 14:20,49.4375,49.75,49.6875
2022/11/28 14:19,49.5,49.75,49.6875
2022/11/28 14:18,49.5,49.75,49.75
2022/11/28 14:17,49.5,49.8125,49.75
2022/11/28 14:16,49.5625,49.8125,49.75
2022/11/28 14:15,49.625,49.8125,49.8125
2022/11/28 14:14,49.625,49.875,49.8125
2022/11/28 14:13,49.6875,49.875,49.875
2022/11/28 14:12,49.75,49.9375,49.875
2022/11/28 14:11,49.75,49.9375,49.875
2022/11/28 14:10,49.8125,49.9375,49.875
2022/11/28 14:09,49.8125,49.9375,49.9375
2022/11/28 14:08,49.8125,49.9375,49.9375
2022/11/28 14:07,49.8125,49.9375,49.875
2022/11/28 14:06,49.8125,49.9375,49.875
2022/11/28 14:05,49.8125,49.9375,49.875
2022/11/28 14:04,49.8125,49.9375,49.875
2022/11/28 14:03,49.8125,49.875,49.8125
2022/11/28 14:02,49.75,49.875,49.8125
2022/11/28 14:01,49.75,49.8125,49.8125
2022/11/28 14:00,49.6875,49.8125,49.75
2022/11/28 13:59,49.6875,49.8125,49.75
2022/11/28 13:58,49.625,49.75,49.75
2022/11/28 13:57,49.5625,49.75,49.6875
2022/11/28 13:56,49.5625,49.75,49.6875
2022/11/28 13:55,49.5625,49.75,49.6875
2022/11/28 13:54,49.5,49.75,49.6875
2022/11/28 13:53,49.5,49.75,49.6875
2022/11/28 13:52,49.5,49.75,49.6875
2022/11/28 13:51,49.5,49.75,49.6875
2022/11/28 13:50,49.5,49.8125,49.75
2022/11/28 13:49,49.5625,49.8125,49.75
2022/11/28 13:48,49.5625,49.8125,49.8125
2022/11/28 13:47,49.625,49.875,49.8125
2022/11/28 13:46,49.6875,49.875,49.8125
2022/11/28 13:45,49.6875,49.875,49.875
2022/11/28 13:44,49.75,49.9375,49.875
2022/11/28 13:43,49.75,49.9375,49.875
2022/11/28 13:42,49.8125,49.9375,49.875
2022/11/28 13:41,49.8125,49.9375,49.875
2022/11/28 13:40,49.8125,49.9375,49.875
2022/11/28 13:39,49.8125,49.9375,49.875
2022/11/28 13:38,49.8125,49.9375,49.875
2022/11/28 13:37,49.8125,49.875,49.875
2022/11/28 13:36,49.8125,49.875,49.8125
2022/11/28 13:35,49.75,49.875,49.8125
2022/11/28 13:34,49.75,49.8125,49.75
2022/11/28 13:33,49.6875,49.8125,49.75
2022/11/28 13:32,49.625,49.75,49.75
2022/11/28 13:31,49.625,49.75,49.6875
2022/11/28 13:30,49.5625,49.75,49.6875
2022/11/28 13:29,49.5625,49.6875,49.6875
2022/11/28 13:28,49.5,49.75,49.6875
2022/11/28 13:27,49.5,49.6875,49.6875
2022/11/28 13:26,49.5,49.6875,49.625
2022/11/28 13:25,49.5,49.75,49.6875
2022/11/28 13:24,49.5,49.75,49.6875
2022/11/28 13:23,49.5,49.75,49.6875
2022/11/28 13:22,49.5625,49.8125,49.75
2022/11/28 13:21,49.5625,49.8125,49.75
2022/11/28 13:20,49.625,49.8125,49.8125
2022/11/28 13:19,49.625,49.875,49.8125
2022/11/28 13:18,49.6875,49.875,49.8125
2022/11/28 13:17,49.6875,49.875,49.8125
2022/11/28 13:16,49.75,49.875,49.875
2022/11/28 13:15,49.75,49.9375,49.875
2022/11/28 13:14,49.75,49.9375,49.875
2022/11/28 13:13,49.8125,49.875,49.875
2022/11/28 13:12,49.75,49.875,49.8125
2022/11/28 13:11,49.8125,49.875,49.8125
2022/11/28 13:10,49.75,49.875,49.8125
2022/11/28 13:09,49.75,49.8125,49.8125
2022/11/28 13:08,49.6875,49.8125,49.75
2022/11/28 13:07,49.6875,49.8125,49.75
2022/11/28 13:06,49.625,49.75,49.6875
2022/11/28 13:05,49.625,49.75,49.6875
2022/11/28 13:04,49.5625,49.75,49.6875
2022/11/28 13:03,49.5,49.6875,49.625
2022/11/28 13:02,49.5,49.6875,49.625
2022/11/28 13:01,49.4375,49.6875,49.625
2022/11/28 13:00,49.4375,49.6875,49.625
2022/11/28 12:59,49.4375,49.6875,49.625
2022/11/28 12:58,49.4375,49.6875,49.625
2022/11/28 12:57,49.4375,49.75,49.6875
2022/11/28 12:56,49.5,49.75,49.6875
2022/11/28 12:55,49.5,49.75,49.75
2022/11/28 12:54,49.5625,49.8125,49.75
2022/11/28 12:53,49.5625,49.8125,49.75
2022/11/28 12:52,49.625,49.875,49.8125
2022/11/28 12:51,49.6875,49.875,49.8125
2022/11/28 12:50,49.6875,49.875,49.875
2022/11/28 12:49,49.75,49.875,49.875
2022/11/28 12:48,49.75,49.9375,49.875
2022/11/28 12:47,49.8125,49.9375,49.875
2022/11/28 12:46,49.8125,49.9375,49.875
2022/11/28 12:45,49.8125,49.9375,49.875
2022/11/28 12:44,49.8125,49.9375,49.875
2022/11/28 12:43,49.8125,49.875,49.875
2022/11/28 12:42,49.8125,49.875,49.8125
2022/11/28 12:41,49.75,49.875,49.8125
2022/11/28 12:40,49.75,49.8125,49.75
2022/11/28 12:39,49.6875,49.8125,49.75
2022/11/28 12:38,49.625,49.75,49.75
2022/11/28 12:37,49.625,49.75,49.6875
2022/11/28 12:36,49.5625,49.75,49.6875
2022/11/28 12:35,49.5625,49.6875,49.6875
2022/11/28 12:34,49.5,49.6875,49.625
2022/11/28 12:33,49.5,49.6875,49.625
2022/11/28 12:32,49.5,49.6875,49.625
2022/11/28 12:31,49.5,49.6875,49.625
2022/11/28 12:30,49.4375,49.6875,49.6875
2022/11/28 12:29,49.5,49.75,49.6875
2022/11/28 12:28,49.5,49.75,49.6875
2022/11/28 12:27,49.5,49.75,49.75
2022/11/28 12:26,49.5625,49.8125,49.75
2022/11/28 12:25,49.5625,49.8125,49.8125
2022/11/28 12:24,49.625,49.875,49.8125
2022/11/28 12:23,49.6875,49.875,49.8125
2022/11/28 12:22,49.6875,49.875,49.8125
2022/11/28 12:21,49.75,49.9375,49.875
2022/11/28 12:20,49.75,49.9375,49.875
2022/11/28 12:19,49.8125,49.9375,49.875
2022/11/28 12:18,49.8125,49.875,49.875
2022/11/28 12:17,49.8125,49.9375,49.875
2022/11/28 12:16,49.8125,49.875,49.875
2022/11/28 12:15,49.8125,49.875,49.8125
2022/11/28 12:14,49.75,49.875,49.8125
2022/11/28 12:13,49.75,49.8125,49.8125
2022/11/28 12:12,49.6875,49.8125,49.75
2022/11/28 12:11,49.6875,49.75,49.75
2022/11/28 12:10,49.625,49.75,49.6875
2022/11/28 12:09,49.625,49.75,49.6875
2022/11/28 12:08,49.5625,49.6875,49.625
2022/11/28 12:07,49.5,49.6875,49.625
2022/11/28 12:06,49.5,49.6875,49.625
2022/11/28 12:05,49.4375,49.625,49.5625
2022/11/28 12:04,49.4375,49.625,49.625
2022/11/28 12:03,49.4375,49.625,49.5625
2022/11/28 12:02,49.4375,49.625,49.625
2022/11/28 12:01,49.4375,49.6875,49.625
2022/11/28 12:00,49.4375,49.6875,49.625
2022/11/28 11:59,49.4375,49.6875,49.625
2022/11/28 11:58,49.5,49.75,49.6875
2022/11/28 11:57,49.5,49.75,49.6875
2022/11/28 11:56,49.5625,49.75,49.6875
2022/11/28 11:55,49.5625,49.8125,49.75
2022/11/28 11:54,49.625,49.8125,49.75
2022/11/28 11:53,49.625,49.8125,49.75
2022/11/28 11:52,49.6875,49.8125,49.75
2022/11/28 11:51,49.6875,49.8125,49.75
2022/11/28 11:50,49.6875,49.8125,49.75
2022/11/28 11:49,49.6875,49.8125,49.75
2022/11/28 11:48,49.6875,49.8125,49.75
2022/11/28 11:47,49.6875,49.75,49.75
2022/11/28 11:46,49.625,49.75,49.6875
2022/11/28 11:45,49.625,49.75,49.6875
2022/11/28 11:44,49.5625,49.6875,49.6875
2022/11/28 11:43,49.5625,49.6875,49.625
2022/11/28 11:42,49.5,49.625,49.5625
2022/11/28 11:41,49.4375,49.625,49.5625
2022/11/28 11:40,49.4375,49.625,49.5625
2022/11/28 11:39,49.375,49.625,49.5625
2022/11/28 11:38,49.375,49.625,49.5
2022/11/28 11:37,49.375,49.625,49.5625
2022/11/28 11:36,49.3125,49.625,49.5625
2022/11/28 11:35,49.375,49.625,49.5625
2022/11/28 11:34,49.375,49.625,49.5625
2022/11/28 11:33,49.375,49.625,49.5625
2022/11/28 11:32,49.375,49.6875,49.625
2022/11/28 11:31,49.4375,49.6875,49.625
2022/11/28 11:30,49.5,49.75,49.6875
2022/11/28 11:29,49.5,49.75,49.6875
2022/11/28 11:28,49.5625,49.75,49.75
2022/11/28 11:27,49.5625,49.8125,49.75
2022/11/28 11:26,49.625,49.8125,49.75
2022/11/28 11:25,49.625,49.8125,49.75
2022/11/28 11:24,49.6875,49.8125,49.75
2022/11/28 11:23,49.6875,49.8125,49.75
2022/11/28 11:22,49.6875,49.8125,49.75
2022/11/28 11:21,49.6875,49.8125,49.75
2022/11/28 11:20,49.6875,49.8125,49.75
2022/11/28 11:19,49.625,49.75,49.75
2022/11/28 11:18,49.625,49.75,49.6875
2022/11/28 11:17,49.5625,49.75,49.6875
2022/11/28 11:16,49.5625,49.6875,49.625
2022/11/28 11:15,49.5,49.6875,49.625
2022/11/28 11:14,49.5,49.6875,49.625
2022/11/28 11:13,49.4375,49.625,49.625
2022/11/28 11:12,49.4375,49.625,49.5625
2022/11/28 11:11,49.4375,49.625,49.5625
2022/11/28 11:10,49.375,49.625,49.5625
2022/11/28 11:09,49.4375,49.6875,49.625
2022/11/28 11:08,49.4375,49.6875,49.625
2022/11/28 11:07,49.4375,49.6875,49.625
2022/11/28 11:06,49.4375,49.6875,49.6875
2022/11/28 11:05,49.5,49.75,49.6875
2022/11/28 11:04,49.5,49.75,49.6875
2022/11/28 11:03,49.5625,49.8125,49.75
2022/11/28 11:02,49.5625,49.8125,49.75
2022/11/28 11:01,49.625,49.875,49.8125
2022/11/28 11:00,49.625,49.875,49.8125
2022/11/28 10:59,49.6875,49.875,49.875
2022/11/28 10:58,49.75,49.875,49.875
2022/11/28 10:57,49.75,49.875,49.875
2022/11/28 10:56,49.75,49.9375,49.875
2022/11/28 10:55,49.8125,49.875,49.875
2022/11/28 10:54,49.8125,49.875,49.8125
2022/11/28 10:53,49.75,49.875,49.8125
2022/11/28 10:52,49.75,49.875,49.8125
2022/11/28 10:51,49.75,49.8125,49.8125
2022/11/28 10:50,49.75,49.8125,49.75
2022/11/28 10:49,49.6875,49.8125,49.75
2022/11/28 10:48,49.625,49.75,49.6875
2022/11/28 10:47,49.5625,49.75,49.6875
2022/11/28 10:46,49.5625,49.6875,49.6875
2022/11/28 10:45,49.5,49.6875,49.625
2022/11/28 10:44,49.5,49.6875,49.625
2022/11/28 10:43,49.5,49.6875,49.625
2022/11/28 10:42,49.4375,49.6875,49.625
2022/11/28 10:41,49.4375,49.6875,49.625
2022/11/28 10:40,49.4375,49.6875,49.625
2022/11/28 10:39,49.4375,49.6875,49.625
2022/11/28 10:38,49.4375,49.6875,49.625
2022/11/28 10:37,49.5,49.75,49.6875
2022/11/28 10:36,49.5,49.75,49.6875
2022/11/28 10:35,49.5625,49.75,49.75
2022/11/28 10:34,49.5625,49.8125,49.75
2022/11/28 10:33,49.625,49.8125,49.75
2022/11/28 10:32,49.625,49.8125,49.8125
2022/11/28 10:31,49.6875,49.875,49.8125
2022/11/28 10:30,49.6875,49.875,49.8125
2022/11/28 10:29,49.6875,49.875,49.8125
2022/11/28 10:28,49.75,49.875,49.8125
2022/11/28 10:27,49.75,49.8125,49.8125
2022/11/28 10:26,49.75,49.8125,49.75
2022/11/28 10:25,49.6875,49.8125,49.75
2022/11/28 10:24,49.6875,49.8125,49.75
2022/11/28 10:23,49.6875,49.75,49.75
2022/11/28 10:22,49.625,49.75,49.6875
2022/11/28 10:21,49.625,49.75,49.6875
2022/11/28 10:20,49.5625,49.6875,49.6875
2022/11/28 10:19,49.5625,49.6875,49.625
2022/11/28 10:18,49.5,49.6875,49.625
2022/11/28 10:17,49.5,49.6875,49.625
2022/11/28 10:16,49.4375,49.6875,49.625
2022/11/28 10:15,49.4375,49.6875,49.625
2022/11/28 10:14,49.4375,49.6875,49.625
2022/11/28 10:13,49.4375,49.6875,49.625
2022/11/28 10:12,49.5,49.6875,49.625
2022/11/28 10:11,49.5,49.75,49.6875
2022/11/28 10:10,49.5,49.75,49.6875
2022/11/28 10:09,49.5625,49.75,49.75
2022/11/28 10:08,49.5625,49.8125,49.75
2022/11/28 10:07,49.625,49.8125,49.75
2022/11/28 10:06,49.625,49.8125,49.75
2022/11/28 10:05,49.6875,49.8125,49.75
2022/11/28 10:04,49.6875,49.8125,49.8125
2022/11/28 10:03,49.75,49.8125,49.8125
2022/11/28 10:02,49.6875,49.8125,49.75
2022/11/28 10:01,49.6875,49.8125,49.75
2022/11/28 10:00,49.6875,49.8125,49.75
2022/11/28 9:59,49.6875,49.75,49.75
2022/11/28 9:58,49.6875,49.75,49.6875
2022/11/28 9:57,49.625,49.75,49.6875
2022/11/28 9:56,49.625,49.6875,49.625
2022/11/28 9:55,49.5625,49.6875,49.625
